I_D,YEAR,MONTH,DAY,date,HOUR,MINUTE,SECOND,FOCAL_DEPTH,intensity,COUNTRY,STATE,LOCATION_NAME,,type
609,1456,11,29,11/29/1456,,,    ,,,TURKEY,,TURKEY:  ERZINCAN,,e
611,1456,12,5,12/5/1456,4,30,,,,ITALY,,"ITALY:  AVELLINO,NAPOLI,ABRUZZI, BRINDISI,BENEVENTO",,e
615,1457,,,1/1/1457,,,    ,,,ISRAEL,,ISRAEL:  PALESTINE; SYRIA,,e
618,1458,11,12,11/12/1458,,,,,,ISRAEL,,ISRAEL:  PALESTINE:  JORDAN:  AL-KARAK (KARAK),,e
616,1458,,,1/1/1458,,,    ,,,TURKEY,,"TURKEY:  ERZINCAN,ERZURUM",,e
620,1459,5,20,5/20/1459,,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
621,1461,11,27,11/27/1461,0,15,    ,,,ITALY,,ITALY:  L'AQUILA (AQUILA),,e
622,1461,11,28,11/28/1461,2,15,    ,,,ITALY,,ITALY:  CENTRAL,,e
8181,1463,,,1/1/1463,,,,,,YEMEN,,YEMEN:  ZABID,,e
624,1464,,,1/1/1464,,,    ,,,SPAIN,,SPAIN:  SEVILLA (SEVILLE),,e
625,1469,,,1/1/1469,,,,,,GREECE,,GREECE,,e
628,1471,,,1/1/1471,,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
626,1471,,,1/1/1471,,,,25,8,PERU,,PERU,,e
629,1475,,,1/1/1475,,,    ,5,6.4,KYRGYZSTAN,,KYRGYZSTAN:  BOLOSAGUN,,e
7915,1478,8,17,8/17/1478,,,,,5.5,CHINA,,CHINA:  SICHUAN PROVINCE:  YANYUAN,,e
630,1479,10,20,10/20/1479,,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
635,1481,5,3,5/3/1481,,,,,7.1,GREECE,,GREECE:  RHODES,,e
633,1481,7,15,7/15/1481,,,,,6,CHINA,,CHINA:  YUNNAN PROVINCE:,,e
634,1481,9,10,9/10/1481,,,,,,ITALY,,ITALY:  RODI GARGANICO,,e
9808,1481,10,3,10/3/1481,,,,,,GREECE,,GREECE:  RHODES,,e
9809,1481,12,18,12/18/1481,,,,,,GREECE,,GREECE:  RHODES,,e
638,1482,2,15,2/15/1482,15,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
637,1482,,,1/1/1482,,,    ,,7.5,TURKEY,,"TURKEY:  ERZINCAN,ERZURUM",,e
636,1482,,,1/1/1482,,,    ,,6.5,IRAN,,"IRAN:  HORMOZ,OMAN",,e
639,1483,2,18,2/18/1483,,,,,7.7,IRAN,,IRAN:  OFF COAST,,e
640,1483,10,18,10/18/1483,,,,,,GREECE,,GREECE:  DODECANESE ISLANDS,,e
7916,1484,1,29,1/29/1484,,,,,6.8,CHINA,,CHINA:  BEIJING,,e
641,1484,8,27,8/27/1484,,,    ,,,IRAN,,"IRAN:  GILAN,DILAMAN,KARAJIAN,SHAKUR,GULIJAN",,e
642,1485,8,14,8/14/1485,,,    ,,6.5,IRAN,,IRAN:  ALAMUT-JENAT RUDBAR-DAILAMAN,,e
643,1487,8,10,8/10/1487,,,,,6.3,CHINA,,"CHINA:  SHAANXI PROVINCE:  LINTONG, XIANYANG",,e
7917,1488,9,16,9/16/1488,,,,,5.5,CHINA,,CHINA:  SICHUAN PROVINCE:  MAOWEN,,e
5948,1489,,,1/1/1489,,,,,,TURKEY,,SOUTH COASTS OF ASIA MINOR,,e
644,1490,2,20,2/20/1490,,,    ,15,5.8,UZBEKISTAN,,UZBEKISTAN:  SAMARKAND,,e
645,1490,11,1,11/1/1490,,,,,,GREECE,,GREECE:  DODECANESE ISLANDS,,e
9869,1490,,,1/1/1490,,,,,,IRELAND,,"IRELAND:  SLIGO, MAYO",,e
646,1491,10,,10/1/1491,,,,,,GREECE,,GREECE:  KOS,,e
647,1493,1,10,1/10/1493,,,    ,,6.5,IRAN,,IRAN:  NOWZAD-MASK,,e
648,1493,8,18,8/18/1493,,,,,,GREECE,,GREECE:  DODECANESE ISLANDS,,e
7918,1494,3,24,3/24/1494,,,,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE:  QUJING,,e
649,1494,6,13,6/13/1494,,,    ,,,FRANCE,,FRANCE:  NEAR S COAST,,e
650,1494,6,23,6/23/1494,,,    ,,,FRANCE,,"FRANCE:  LANTOSQUE,ROQUEBILLIERE,NICE",,e
6011,1494,7,1,7/1/1494,,,,,7.2,GREECE,,GREECE:  CRETE,,e
7919,1495,4,10,4/10/1495,,,,,6.3,CHINA,,CHINA:  NINGXIA:  ZHONGWEI,,e
651,1495,9,12,9/12/1495,,,,,7.1,JAPAN,,JAPAN:  KAMAKURA,,e
652,1496,1,23,1/23/1496,17,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
6031,1498,7,9,7/9/1498,,,,,6.4,JAPAN,,JAPAN:  ENSHUNADA SEA,,e
5949,1498,8,2,8/2/1498,,,,,,VENEZUELA,,VENEZUELA: BOCA DE LA SIERPE,,e
7383,1498,9,20,9/20/1498,,,,,8.3,JAPAN,,JAPAN:  ENSHUNADA SEA,,e
653,1498,9,20,9/20/1498,,,,,7.5,JAPAN,,JAPAN:  NANKAIDO,,e
655,1499,,,1/1/1499,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YI LIANG,,e
656,1500,1,4,1/4/1500,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YILIANG,,e
6697,1500,,,1/1/1500,,,,,,USA,HI,HAWAII,,e
658,1501,1,19,1/19/1501,,,,,7,CHINA,,CHINA:  SHAANXI PROVINCE:  CHAOYI,,e
657,1501,,,1/1/1501,,,    ,,,GREECE,,GREECE:  CRETE,,e
660,1502,3,26,3/26/1502,13,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
661,1502,10,17,10/17/1502,,,,,6.5,CHINA,,CHINA:  HENAN PROVINCE:  PUCHENG,,e
659,1502,,,1/1/1502,,,    ,,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  SANTO DOMINGO,,e
662,1504,3,,3/1/1504,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
664,1504,4,5,4/5/1504,,,    ,,,SPAIN,,SPAIN:  CARMONA,,e
665,1504,12,7,12/7/1504,,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
667,1505,7,6,7/6/1505,,,,,,AFGHANISTAN,,AFGHANISTAN:  KABUL,,e
7926,1505,10,16,10/16/1505,,,,,5,CHINA,,"CHINA:  SHANXI PROVINCE:  ANYI, GUEHENG",,e
666,1505,,,1/1/1505,,,    ,,,SLOVENIA,,BALKANS NW:  SLOVENIA:  KAPELE,,e
7927,1507,11,4,11/4/1507,,,,,5.3,CHINA,,"CHINA:  YUNNAN PROVINCE:  ANNING, YUXI",,e
668,1508,5,29,5/29/1508,,,    ,100,,GREECE,,"GREECE:  CRETE:  IRAKLION (CANDIA),MEGALOKASTRON",,e
669,1509,2,25,2/25/1509,,,    ,,,ITALY,,ITALY:  REGGIO DI CALABRIA,,e
6004,1509,6,17,6/17/1509,,,,,,CHINA,,CHINA:  E. CHINA SEA,,e
670,1509,9,10,9/10/1509,,,,,7.7,TURKEY,,TURKEY:  ISTANBUL,,e
671,1509,9,14,9/14/1509,0,15,,,,SLOVENIA,,"BALKANS NW:  SLOVENIA:  BLED,SLATNA,BEGUNJE",,e
672,1509,11,16,11/16/1509,,,    ,,,TURKEY,,TURKEY:  EDIRNE,,e
674,1510,6,10,6/10/1510,,,    ,,,GERMANY,,GERMANY:  BAVARIA:  NORDLINGEN,,e
5950,1510,9,21,9/21/1510,,,,,6.7,JAPAN,,"SEIONAIKAI, JAPAN",,e
6017,1510,10,10,10/10/1510,,,,,7,JAPAN,,JAPAN:  ENSHUNADA SEA,,e
673,1510,,,1/1/1510,,,    ,,,SLOVENIA,,BALKANS NW:  SLOVENIA,,e
677,1511,3,26,3/26/1511,14,30,,7,6.5,SLOVENIA,,"BALKANS NW:  SLOVENIA:  IDRIJA,SKOFJA LOKA",,e
678,1511,8,8,8/8/1511,,,,,,ITALY,,ITALY:  CIVIDALE DEL FRUILI,,e
7928,1511,11,17,11/17/1511,,,,,5.8,CHINA,,CHINA:  YUNNAN PROVINCE,,e
7929,1512,10,8,10/8/1512,,,,,6.5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
679,1512,,,1/1/1512,,,,,,SWITZERLAND,,SWITZERLAND,,e
680,1513,,,1/1/1513,,,    ,30,8.7,PERU,,PERU,,e
681,1514,4,16,4/16/1514,,,,,,GREECE,,GREECE:  S,,e
7930,1514,9,14,9/14/1514,,,,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
682,1515,6,17,6/17/1515,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE:  HEQING,,e
684,1515,10,23,10/23/1515,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  DALI,,e
685,1516,5,6,5/6/1516,10,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
686,1516,7,28,7/28/1516,,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
687,1516,11,24,11/24/1516,12,,    ,100,,ROMANIA,,ROMANIA,,e
7932,1517,7,12,7/12/1517,,,,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
688,1518,7,2,7/2/1518,,,,,6.7,NORTH KOREA,,NORTH KOREA:  HWANGHAE-DO:  PAEKCHON,,e
689,1518,11,9,11/9/1518,,,,,,SPAIN,,SPAIN:  VERA,,e
691,1520,3,26,3/26/1520,,,,,5.5,CHINA,,CHINA:  YUNNAN:  WEISHAN,,e
5951,1520,4,4,4/4/1520,,,,,7,JAPAN,,"JAPAN:  KII, KUMANANONADA",,e
690,1520,,,1/1/1520,,,,,,CHILE,,CHILE,,e
695,1522,9,22,9/22/1522,,,,,,SPAIN,,SPAIN:  ALMERIA; MOROCCO: FEZ,,e
10434,1522,10,22,10/22/1522,,,,,,AZORES (PORTUGAL),,AZORES:  SAO MIGUEL ISLAND,,e
697,1523,,,1/1/1523,,,,,,MEXICO,,MEXICO:  VERACRUZ,,e
9881,1524,,,1/1/1524,,,,,,INDIA,,INDIA:  DABUL,,e
698,1527,,,1/1/1527,,,    ,,,IRAN,,IRAN:  TABRIZ,,e
699,1530,7,22,7/22/1530,,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
701,1530,9,1,9/1/1530,14,30,    ,10,8,VENEZUELA,,VENEZUELA:  CUMANA,,e
704,1531,1,26,1/26/1531,,,,,7.7,PORTUGAL,,PORTUGAL:  LISBON,,e
8092,1531,1,,1/1/1531,,,,,4.8,CHINA,,CHINA:  JIANGSU PROVINCE,,e
706,1535,5,,5/1/1535,,,,,5,CHINA,,CHINA:  FUJIAN:  CHANGTING,,e
707,1536,3,19,3/19/1536,,,,,7.3,CHINA,,CHINA:  SICHUAN:  N OF XICHANG,,e
9790,1537,,,1/1/1537,,,,,,MEXICO,,MEXICO:  SOUTHERN,,e
709,1538,9,27,9/27/1538,,,    ,,,ITALY,,ITALY:  POZZUOLI,,e
708,1538,,,1/1/1538,,,,,,MEXICO,,MEXICO:  MEXICO CITY,,e
7933,1539,8,8,8/8/1539,,,,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE:  JIANGSHUI,,e
5952,1539,11,24,11/24/1539,,,,,,HONDURAS,,HONDURAS: CABO DE HIGUERAS,,e
5953,1541,12,25,12/25/1541,,,    ,,,VENEZUELA,,VENEZUELA: CUBAGUA ISLAND,,e
710,1542,3,17,3/17/1542,,,,,,MEXICO,,MEXICO:  MEXICO CITY,,e
711,1542,6,13,6/13/1542,1,,,,,ITALY,,ITALY:  SCARPERIA,,e
713,1542,12,10,12/10/1542,17,30,,,6.6,ITALY,,"ITALY:  SIRACUSA, MILITELLO, CATANIA, NOCOSIA",,e
716,1543,,,1/1/1543,,,,,,CHILE,,CHILE,,e
715,1543,,,1/1/1543,,,,,,VENEZUELA,,"VENEZUELA:  CUMANA, ISLA CUBAGUA",,e
6037,1545,2,7,2/7/1545,,,,,,JAPAN,,JAPAN:  IZU PENINSULA,,e
717,1545,,,1/1/1545,,,,,,CHINA,,CHINA:  SHAANXI PROVINCE:  HIAO YI,,e
718,1546,1,14,1/14/1546,,,,,7,ISRAEL,,"ISRAEL:  NABULUS,SALT; JORDAN:  AL-KARAK",,e
720,1547,5,17,5/17/1547,13,14,,,,AZORES (PORTUGAL),,"AZORES:  SANTA BARBARA, FREGUES",,e
721,1549,1,30,1/30/1549,,,    ,,,IRAN,,"IRAN:  QAYEN (QAIN),KHORASAN",,e
722,1550,1,20,1/20/1550,,,    ,,,IRAN,,IRAN:  TABRIZ,,e
723,1550,8,25,8/25/1550,,,    ,,,ITALY,,ITALY:  VALLO DI DIANO,,e
724,1551,1,28,1/28/1551,,,,,,PORTUGAL,,PORTUGAL:  LISBON,,e
7934,1551,,,1/1/1551,,,,,5,CHINA,,CHINA:  GUIZHOU PROVINCE:  QINGLONG,,e
727,1552,7,2,7/2/1552,10,30,    ,30,7.6,PERU,,PERU,,e
728,1553,3,2,3/2/1553,,,    ,,6.3,SOUTH KOREA,,SOUTH KOREA:  KYONGSANG-DO,,e
730,1555,11,15,11/15/1555,,,    ,30,8.4,PERU,,PERU,,e
729,1555,,,1/1/1555,,,    ,,,MACEDONIA,,BALKANS NW:  MACEDONIA:  RAZLOVCI,,e
732,1556,1,23,1/23/1556,,,,,8,CHINA,,CHINA:  SHAANXI PROVINCE,,e
733,1556,1,24,1/24/1556,,,    ,,,AUSTRIA,,AUSTRIA:  PROBABLY KARNTEN,,e
734,1556,3,10,3/10/1556,,,    ,,,TURKEY,,TURKEY:  ISTANBUL,,e
735,1556,5,10,5/10/1556,,,    ,,,TURKEY,,TURKEY:  ROSANNA; NEAR ISTANBUL,,e
736,1556,10,17,10/17/1556,,,    ,,7.6,ECUADOR,,ECUADOR,,e
7940,1560,4,,4/1/1560,,,,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE:  YILIANG,,e
737,1560,,,1/1/1560,,,,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
738,1561,7,25,7/25/1561,,,,,7.3,CHINA,,CHINA:  NINGXIA:  E OF ZHONGWEI,,e
739,1561,7,31,7/31/1561,,,,,,ITALY,,"ITALY:  PICERNO, TITO, BUCCINO",,e
741,1561,8,4,8/4/1561,,,,,,CHINA,,"CHINA:  SHAANXI,GANSU,AND SHANXI PROVINCES",,e
742,1561,8,19,8/19/1561,14,30,    ,,,ITALY,,ITALY:  VALLO DI DIANO,,e
744,1562,10,28,10/28/1562,10,,,,8,CHILE,,CHILE,,e
745,1563,6,13,6/13/1563,12,,    ,,,MONTENEGRO,,BALKANS NW:  MONTENEGRO,,e
746,1564,4,20,4/20/1564,,,    ,,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  CONCEPCION DE LA VEGA,,e
750,1564,7,20,7/20/1564,,,,,5.8,FRANCE,,"FRANCE:  CORSICA,LA BOLLENE-VESUBIE,VENANSON",,e
9788,1565,8,,8/1/1565,,,,,,GUATEMALA,,GUATEMALA:  ANTIGUA,,e
9789,1566,5,,5/1/1566,,,,,,GUATEMALA,,GUATEMALA:  ANTIGUA,,e
752,1566,,,1/1/1566,,,    ,,,IRAN,,IRAN:  LAR,,e
751,1566,,,1/1/1566,,,    ,,7.8,COLOMBIA,,COLOMBIA,,e
753,1568,4,25,4/25/1568,,,,,6,CHINA,,"CHINA:  HEBEI PROVINCE:  QIANAN, LAOTING",,e
754,1568,5,15,5/15/1568,,,,,6.8,CHINA,,CHINA:  SHAANXI PROVINCE:  XIAN,,e
755,1568,12,27,12/27/1568,,,,,,MEXICO,,"MEXICO:  COCULA,JALISCO",,e
757,1570,2,8,2/8/1570,13,,,,8.3,CHILE,,CHILE:  OLD CONCEPCION,,e
758,1570,11,17,11/17/1570,,,    ,,,ITALY,,"ITALY:  FERRARA,BOLOGNA,PADOVA,VENIZIA,TREVISO",,e
759,1571,9,9,9/9/1571,,,,,6,CHINA,,CHINA:  YUNNAN PROVINCE:  TONGHAI,,e
7941,1573,1,10,1/10/1573,,,,,6.8,CHINA,,CHINA:  GANSU PROVINCE:  MINXIAN,,e
760,1573,,,1/1/1573,,,,,,MEXICO,,MEXICO:  COLIMA,,e
762,1574,5,3,5/3/1574,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
763,1574,8,14,8/14/1574,,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
761,1574,,,1/1/1574,,,    ,,,IRAN,,"IRAN:  FIN,KASHAN",,e
765,1575,9,8,9/8/1575,,,    ,,7.8,ECUADOR,,ECUADOR,,e
767,1575,12,16,12/16/1575,18,30,,,8.5,CHILE,,CHILE:  VALDIVIA,,e
6878,1576,5,23,5/23/1576,,,,,,EL SALVADOR,,EL SALVADOR:  SAN MARCOS,,e
768,1577,3,13,3/13/1577,,,,,6.5,CHINA,,CHINA:  YUNNAN:  TENGCHONG,,e
769,1578,6,17,6/17/1578,,,    ,,,PERU,,"PERU:  LIMA,CALLAO",,e
10243,1579,3,16,3/16/1579,,,,,,COSTA RICA,,CANO ISLAND,,e
7942,1579,12,21,12/21/1579,,,,,5,CHINA,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,,e
770,1579,,,1/1/1579,,,,,,MOROCCO,,MOROCCO:  MELILLA,,e
771,1580,4,6,4/6/1580,,,,33,6.2,UK,,UNITED KINGDOM:  DOVER STRAITS,,e
773,1581,,,1/1/1581,,,,15,6.4,PERU,,PERU:  YANAOCA,,e
776,1582,1,22,1/22/1582,16,30,,30,8.2,PERU,,"PERU:  SOCABAYA,AREQUIPA",,e
777,1582,8,15,8/15/1582,,,    ,30,7.8,PERU,,PERU,,e
774,1582,,,1/1/1582,,,    ,,,ITALY,,ITALY:  POZZUOLI,,e
779,1584,3,11,3/11/1584,10,,,,5.9,SWITZERLAND,,SWITZERLAND:  GENEVA-YVOIRE,,e
780,1584,3,13,3/13/1584,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
781,1584,3,14,3/14/1584,8,,    ,,5.4,SWITZERLAND,,SWITZERLAND,,e
782,1584,3,17,3/17/1584,,,,30,8.4,PERU,,PERU,,e
5957,1586,1,18,1/18/1586,,,,,8.2,JAPAN,,JAPAN:  ISE BAY,,e
783,1586,4,2,4/2/1586,,,,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE:  WEISHAN,,e
786,1586,7,10,7/10/1586,0,30,,60,8.5,PERU,,PERU:  LIMA,,e
9787,1586,,,1/1/1586,,,,,,GUATEMALA,,GUATEMALA:  ANTIGUA,,e
787,1587,7,9,7/9/1587,,,,,6.2,PERU,,PERU:  PIURA,,e
788,1587,8,30,8/30/1587,,,,,,ECUADOR,,ECUADOR:  QUITO,,e
791,1587,11,,11/1/1587,,,,,,PORTUGAL,,PORTUGAL:  LOULE,,e
792,1588,8,9,8/9/1588,,,,,6,CHINA,,"CHINA:  YUNNAN PROVINCE:  TONGHAI, QUJIANG",,e
793,1588,11,20,11/20/1588,,,    ,,,IRAN,,IRAN:  SHIRAZ,,e
6038,1589,3,21,3/21/1589,,,,,6.7,JAPAN,,"SURUGA, JAPAN",,e
7935,1589,,,1/1/1589,,,,,,SPAIN,,SPAIN,,e
796,1590,7,7,7/7/1590,,,,,5.5,CHINA,,CHINA:  GANSU PROVINCE,,e
797,1590,7,25,7/25/1590,,,,,,CROATIA,,BALKANS NW:  CROATIA:  SENJ,,e
798,1590,8,7,8/7/1590,,,    ,,,ECUADOR,,ECUADOR:  QUITO,,e
799,1590,9,5,9/5/1590,,,    ,,,CROATIA,,BALKANS NW:  CROATIA:  ZAGREB; HUNGARY: NAGYKANIZSA,,e
801,1590,9,15,9/15/1590,,,,,6.6,AUSTRIA,,AUSTRIA:  KAMP RIVER,,e
795,1590,,,1/1/1590,,,,40,7.7,PERU,,"PERU:  CUSCO, CAMANA",,e
802,1591,7,26,7/26/1591,,,,,,AZORES (PORTUGAL),,AZORES:  SAO MIGUEL (SAN MIGUEL),,e
803,1593,4,8,4/8/1593,,,    ,,,FRANCE,,FRANCE:  CHINON,,e
804,1594,12,18,12/18/1594,,,    ,,,PERU,,PERU:  ICA,,e
808,1596,9,4,9/4/1596,,,,,6.9,JAPAN,,JAPAN:  BEPPU BAY,,e
810,1597,7,28,7/28/1597,,,,,,PORTUGAL,,"PORTUGAL:  MONTE SANTO, LISBON",,e
5958,1597,9,10,9/10/1597,,,,,6.4,JAPAN,,JAPAN:  BEPPU BAY,,e
811,1598,7,22,7/22/1598,,,,,,PORTUGAL,,"PORTUGAL:  MONTE SANTO, LISBON",,e
812,1599,6,21,6/21/1599,2,,    ,,,PHILIPPINES,,PHILIPPINES:  MANILA,,e
814,1600,2,19,2/19/1600,10,,,20,7.9,PERU,,PERU:  VOLCAN HUAYNAPUTINA,,e
815,1600,2,28,2/28/1600,20,,    ,20,8.1,PERU,,PERU:  OMATE,,e
7943,1600,9,29,9/29/1600,,,,,7,CHINA,,CHINA:  GUANGDONG PROVINCE,,e
816,1600,11,,11/1/1600,,,    ,,,PHILIPPINES,,PHILIPPINES:  MANILA,,e
818,1601,1,16,1/16/1601,16,,    ,,,PHILIPPINES,,PHILIPPINES:  MANILA,,e
819,1601,9,8,9/8/1601,1,,,,6.2,SWITZERLAND,,SWITZERLAND,,e
5959,1602,2,8,2/8/1602,,,,,7.2,JAPAN,,JAPAN:  BOSO,,e
820,1603,,,1/1/1603,,,,,,MEXICO,,"MEXICO:  OAXACA, MIXTECA",,e
822,1604,3,,3/1/1604,,,    ,,,MEXICO,,MEXICO:  OAXACA,,e
826,1604,11,24,11/24/1604,18,30,,30,8.5,PERU,,PERU:  AREQUIPA; CHILE: ARICA,,e
831,1604,12,29,12/29/1604,,,,,8,CHINA,,CHINA:  FUJIAN PROVINCE:  OFF COAST,,e
830,1604,12,,12/1/1604,,,,,,CHILE,,CHILE,,e
821,1604,,,1/1/1604,,,    ,,,GREECE,,GREECE:  CRETE,,e
834,1605,2,3,2/3/1605,,,,,7.9,JAPAN,,JAPAN:  ENSHUNADA,,e
833,1605,2,3,2/3/1605,,,,,7.9,JAPAN,,JAPAN:   NANKAIDO,,e
835,1605,7,13,7/13/1605,,,,,7.5,CHINA,,CHINA:  GUANGDONG PROVINCE,,e
836,1606,11,30,11/30/1606,,,,,6.5,CHINA,,CHINA:  YUNNAN PROVINCE:  JIANSHUI,,e
837,1608,1,8,1/8/1608,,,    ,,,MEXICO,,MEXICO:  OAXACA,,e
838,1608,4,20,4/20/1608,,,,,7.6,IRAN,,"IRAN:  GILAN, W MAZANDARAN",,e
839,1608,5,14,5/14/1608,,,    ,,,MONTENEGRO,,BALKANS NW:  MONTENEGRO,,e
840,1608,7,25,7/25/1608,,,,,,MONTENEGRO,,BALKANS NW:  MONTENEGRO,,e
842,1608,9,15,9/15/1608,,,    ,,,MACEDONIA,,BALKANS NW:  MACEDONIA,,e
844,1609,7,12,7/12/1609,,,,,7.3,CHINA,,CHINA:  GANSU:  JIUQUAN,,e
846,1609,10,20,10/20/1609,1,,,40,8.6,PERU,,PERU,,e
843,1609,,,1/1/1609,,,    ,,,ITALY,,ITALY:  NICASTRO,,e
849,1610,2,3,2/3/1610,19,30,,,7.9,VENEZUELA,,"VENEZUELA:  LA GRITA,BAILADORES,MERIDA",,e
852,1610,11,29,11/29/1610,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
851,1610,11,,11/1/1610,,,    ,,,PHILIPPINES,,PHILIPPINES:  LUZON:  E,,e
853,1611,8,25,8/25/1611,,,    ,,,MEXICO,,"MEXICO:  MEXICO CITY,JALISCO",,e
7944,1611,9,9,9/9/1611,,,,,5.5,CHINA,,CHINA:  GUANGDONG PROVINCE,,e
854,1611,9,25,9/25/1611,,,    ,,,MEXICO,,MEXICO,,e
855,1611,9,27,9/27/1611,,,    ,,,JAPAN,,JAPAN:  AIDU,,e
856,1611,12,2,12/2/1611,,,,,8.1,JAPAN,,JAPAN:  SANRIKU,,e
860,1611,12,9,12/9/1611,,,    ,,,IRAN,,IRAN:  DUGHABAD (SE KASHMAR),,e
861,1612,5,16,5/16/1612,,,    ,,,GREECE,,GREECE,,e
6026,1612,11,8,11/8/1612,,,    ,,,GREECE,,GREECE:  CRETE,,e
863,1613,7,16,7/16/1613,,,    ,,6.3,SOUTH KOREA,,SOUTH KOREA:  SUWON,,e
865,1613,8,25,8/25/1613,,,,,5.6,ITALY,,ITALY:  NASO,,e
862,1613,,,1/1/1613,,,,,,GREECE,,GREECE:  CRETE:  IRAKLION (CANDIA),,e
867,1614,5,4,5/4/1614,17,,    ,,,AZORES (PORTUGAL),,AZORES:  PRAIA,,e
868,1614,5,24,5/24/1614,,,    ,,,AZORES (PORTUGAL),,AZORES:  TERCEIRA,,e
7945,1614,10,23,10/23/1614,,,,,6.5,CHINA,,CHINA:  SHAANXI PROVINCE,,e
869,1614,11,26,11/26/1614,,,,,7.7,JAPAN,,JAPAN:  NIIGATA PREFECTURE,,e
6008,1615,6,5,6/5/1615,,,,,5.7,UKRAINE,,UKRAINE:  BLACK SEA,,e
871,1615,6,26,6/26/1615,,,    ,,6.4,JAPAN,,JAPAN,,e
872,1615,9,8,9/8/1615,,,    ,,,USA TERRITORY,PR,PUERTO RICO;  DOMINICAN REPUBLIC:  SANTO DOMINGO,,e
874,1615,9,16,9/16/1615,,,,,7.5,CHILE,,CHILE:  ARICA,,e
876,1616,3,,3/1/1616,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
877,1616,9,9,9/9/1616,,,,,7,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,,e
5960,1616,12,6,12/6/1616,,,,,7.5,JAPAN,,JAPAN: SANRIKU,,e
875,1616,,,1/1/1616,,,    ,,,SYRIA,,SYRIA:  HALAB (ALEPPO),,e
7946,1618,5,20,5/20/1618,,,,,6.5,CHINA,,CHINA:  SHANXI PROVINCE,,e
879,1618,5,26,5/26/1618,,,,,,INDIA,,INDIA:  BOMBAY,,e
880,1618,6,18,6/18/1618,,,    ,,,FRANCE,,"FRANCE:  DURANUS,COARAZE,ROQUESPERVIERA,SAORGE",,e
881,1618,8,25,8/25/1618,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
882,1618,12,19,12/19/1618,,,    ,,,IRAN,,"IRAN:  DUGHABAD,KHORASAN",,e
884,1619,2,13,2/13/1619,,,,,,MEXICO,,MEXICO:  OAXACA,,e
885,1619,2,14,2/14/1619,16,30,,40,8.6,PERU,,"PERU:  TRUJILLO, PIURA, SANTA",,e
5961,1619,5,1,5/1/1619,,,,,6.4,JAPAN,,"YATSUSHIRO, JAPAN",,e
889,1619,11,30,11/30/1619,4,,,,,PHILIPPINES,,"PHILIPPINES:  N LUZON:  ILOCOS PROV,ZAGAIAN PROV",,e
883,1619,,,1/1/1619,,,    ,,,GERMANY,,GERMANY:  FRANKFURT,,e
891,1620,,,1/1/1620,,,    ,6,5.8,UZBEKISTAN,,UZBEKISTAN:  AKHSY,,e
890,1620,,,1/1/1620,,,    ,,,PHILIPPINES,,"PHILIPPINES:  PANAY,ILOILO,CAPIZ",,e
7947,1621,3,,3/1/1621,,,,,5.5,CHINA,,CHINA:  HEBEI PROVINCE,,e
892,1621,5,2,5/2/1621,,,    ,,,PANAMA,,PANAMA:  PANAMA,,e
893,1622,5,5,5/5/1622,,,    ,,,GREECE,,GREECE:  S,,e
894,1622,5,6,5/6/1622,,,    ,,,MEXICO,,MEXICO:  ZACATECAS,,e
895,1622,7,25,7/25/1622,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
896,1622,8,3,8/3/1622,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
